LotFrontage,LotArea,Street,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,FinalBid,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,YrSold,MSSubClass,MSZoning,Alley,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,Electrical,GarageType,GarageFinish,Fence,MiscFeature,MoSold,SaleType,SaleCondition,SalePrice
75.0,7500,2,4,4,3,6,7,1959,1994,0.0,3,3,3,157060.061699559,3,0,2,340,3,906,0,1246,5,1246,0,0,1246,1,0,1,1,3,1,4,6,8,0,0,1959.0,1,305,3,3,2,218,0,0,0,0,0,0,0,2010,SC20,RL,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,Attchd,RFn,GdPrv,No,May,WD,Normal,154000
0.0,8963,2,3,4,3,3,9,1976,1996,289.0,5,4,3,306345.2363089248,4,0,6,575,5,80,487,1142,5,1175,1540,0,2715,0,1,3,1,4,1,4,11,8,2,3,1994.0,2,831,3,3,2,0,204,0,0,0,0,0,0,2008,SC60,RL,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,BuiltIn,Fin,No,No,Jul,WD,Normal,299800
65.0,8125,2,4,4,3,4,5,2005,2006,0.0,4,3,4,186486.9205130449,3,0,1,0,1,0,756,756,5,756,797,0,1553,0,0,2,1,3,1,4,6,8,0,0,2005.0,2,615,3,3,2,0,45,0,0,0,0,0,0,2006,SC60,FV,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Mar,New,Partial,186500
75.0,9000,2,4,4,3,3,5,2008,2008,0.0,4,3,4,172853.62742719095,3,0,1,0,1,0,768,768,5,786,804,0,1590,0,0,2,1,3,1,4,6,8,0,0,2008.0,2,676,3,3,2,0,30,0,0,0,0,0,0,2009,SC60,FV,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Jun,WD,Normal,210000
76.0,9120,2,4,4,3,5,6,1974,1974,270.0,4,3,3,205572.3756200212,3,0,5,442,1,0,459,901,3,943,933,0,1876,0,0,2,1,4,1,4,8,8,1,3,1974.0,2,540,4,3,2,0,69,0,0,0,0,0,0,2008,SC60,RL,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,No,No,Jul,WD,Normal,185000
0.0,7050,2,4,4,3,4,5,2001,2001,0.0,4,3,4,235540.71152643964,3,0,6,738,1,0,319,1057,5,1057,872,0,1929,1,0,2,1,3,1,4,7,8,1,3,2001.0,2,650,3,3,2,0,235,0,0,0,0,0,0,2007,SC60,FV,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,May,WD,Normal,226000
0.0,8530,2,3,4,3,4,5,1995,1996,22.0,3,3,4,144130.1365245507,3,0,1,0,1,0,384,384,4,804,670,0,1474,0,0,2,1,3,1,3,7,8,1,3,1995.0,2,400,3,3,2,120,72,0,0,0,0,0,700,2009,SC80,RL,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,BuiltIn,Fin,No,Shed,May,WD,Normal,168500
65.0,8366,2,3,4,3,5,5,2004,2004,0.0,4,3,4,180094.69894821083,3,0,1,0,1,0,798,798,5,798,842,0,1640,0,0,2,1,3,1,4,6,8,0,0,2004.0,2,520,3,3,2,138,45,0,0,0,0,0,0,2008,SC60,RL,None,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Dec,WD,Normal,173000
61.0,7658,2,4,4,3,2,5,2005,2005,412.0,5,3,5,277955.574243708,3,0,6,456,1,0,1296,1752,5,1752,0,0,1752,1,0,2,0,2,1,5,6,8,1,4,2005.0,2,576,3,3,2,196,82,0,0,0,0,0,0,2010,SC120,RL,None,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Feb,WD,Normal,319900
88.0,10994,2,3,4,3,3,5,2005,2006,366.0,4,3,4,262065.1932129639,4,0,6,976,1,0,868,1844,5,1844,0,0,1844,1,0,2,0,2,1,4,7,8,1,4,2005.0,2,620,3,3,2,165,44,0,0,0,0,0,0,2009,SC20,RL,None,Lvl,Corner,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Sep,COD,Abnorml,257000
68.0,8846,2,4,4,3,5,5,2005,2006,0.0,3,3,4,163630.16351895375,3,0,1,0,1,0,750,750,5,750,750,0,1500,0,0,2,1,3,1,4,6,8,0,0,2005.0,2,564,3,3,2,0,35,0,0,0,0,0,0,2006,SC60,RL,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Aug,New,Partial,173900
68.0,8814,2,4,4,3,4,5,2005,2007,80.0,4,3,4,166345.32181467104,3,0,6,925,1,0,349,1274,5,1274,0,0,1274,1,0,2,0,3,1,4,6,8,0,0,2005.0,2,508,3,3,2,264,98,0,0,0,0,0,0,2007,SC20,RL,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Jan,New,Partial,203000
80.0,9760,2,4,4,2,5,6,1964,1964,360.0,3,3,3,160956.67667891164,3,3,6,674,2,106,0,780,3,798,813,0,1611,1,0,1,1,4,1,3,7,8,0,0,1964.0,2,442,3,3,2,328,128,0,0,189,0,0,0,2008,SC60,RL,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,No,No,Jun,WD,Normal,167900
88.0,11394,2,4,4,3,2,2,2010,2010,350.0,4,3,5,394709.78255327203,3,2,6,1445,1,0,411,1856,5,1856,0,0,1856,1,0,1,1,1,1,5,8,8,1,5,2010.0,3,834,3,3,2,113,0,0,0,0,0,0,0,2010,SC20,RL,None,Lvl,Corner,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Jun,New,Partial,394432
0.0,15611,2,3,4,3,6,6,1977,1977,0.0,3,3,4,139107.7465700236,3,2,5,767,2,93,266,1126,3,1126,0,0,1126,0,1,2,0,3,1,5,6,8,0,0,1977.0,2,540,3,3,2,180,0,0,0,0,0,0,0,2008,SC20,RL,None,Lvl,Corner,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Mar,WD,Abnorml,175000
0.0,12513,2,3,4,3,7,4,1920,2007,0.0,3,4,3,133145.07613856535,2,0,1,0,1,0,715,715,4,1281,457,0,1738,0,0,2,0,4,1,3,7,8,1,4,1920.0,1,368,3,3,2,55,0,0,0,0,0,0,0,2009,SC50,RL,None,Lvl,FR2,NAmes,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Y,SBrkr,Attchd,Unf,No,No,Jun,WD,Normal,104900
74.0,8892,2,4,4,3,6,7,1953,1996,0.0,4,3,3,109298.42862241954,3,2,1,0,1,0,105,105,4,910,0,0,910,0,0,1,0,3,1,4,5,8,0,0,1953.0,2,414,3,3,2,196,0,150,0,0,0,0,0,2008,SC20,RL,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,Stone,GasA,Y,SBrkr,Attchd,Unf,GdWo,No,Oct,WD,Normal,116000
50.0,35133,1,4,4,2,6,4,1963,1963,226.0,3,3,3,180876.17097129783,3,3,3,1159,1,0,413,1572,4,1572,0,0,1572,1,0,1,1,3,1,3,5,8,2,3,1963.0,3,995,3,3,2,0,263,0,0,263,0,0,0,2007,SC20,RL,None,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,2Types,RFn,No,No,May,WD,Normal,186700
65.0,6768,2,3,4,3,5,8,1961,1996,0.0,3,4,3,111485.06468089411,3,1,6,832,1,0,80,912,4,912,0,0,912,1,1,1,0,3,1,4,5,8,0,0,1962.0,1,288,3,3,2,168,0,0,0,0,0,0,0,2008,SC20,RL,None,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,GdPrv,No,May,WD,Normal,142000
110.0,14230,2,4,4,3,3,5,2007,2007,640.0,4,3,4,314514.6078224984,3,0,1,0,1,0,1566,1566,5,1600,0,0,1600,0,0,2,0,3,1,4,7,8,1,4,2007.0,3,890,3,3,2,0,56,0,0,0,0,0,0,2009,SC20,RL,None,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Jul,WD,Normal,256300
60.0,7200,2,4,4,3,6,6,1938,1995,0.0,3,3,3,135585.36608935666,3,0,1,0,1,0,803,803,5,803,557,0,1360,0,0,1,1,2,1,4,6,8,0,0,1951.0,1,297,3,3,2,0,65,190,0,0,0,0,0,2006,SC50,RM,None,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,MnPrv,No,Jul,WD,Normal,125500
107.0,10186,2,3,4,3,4,5,1992,1992,0.0,4,3,4,182280.94399129236,3,0,6,674,1,0,76,750,5,1061,862,0,1923,1,0,2,1,3,1,4,8,8,1,3,1992.0,2,564,3,3,2,240,39,0,0,0,0,0,0,2010,SC60,RL,None,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Jun,WD,Normal,190000
313.0,27650,2,2,4,2,4,7,1960,2007,0.0,3,3,4,219884.02635355227,3,3,6,425,1,0,160,585,5,2069,0,0,2069,1,0,2,0,4,1,4,9,8,1,4,1960.0,2,505,3,3,2,0,0,0,0,0,0,0,0,2008,SC20,RL,None,HLS,Inside,NAmes,PosA,Norm,1Fam,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,RFn,No,No,Nov,WD,Normal,242000
34.0,5381,2,3,4,3,5,5,2005,2005,135.0,4,3,4,260867.7299650656,3,2,5,900,1,0,406,1306,5,1306,0,0,1306,1,0,2,0,1,1,4,5,8,1,4,2005.0,2,624,3,3,2,170,63,0,0,0,0,0,0,2009,SC120,RL,None,Lvl,Inside,NridgHt,Norm,Norm,Twnhs,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Aug,WD,Normal,196000
64.0,7018,2,4,4,3,6,5,1979,1979,0.0,3,3,0,127178.77416107032,0,0,0,0,0,0,0,0,3,1535,0,0,1535,0,0,2,0,4,2,3,8,8,0,0,1979.0,2,400,3,3,2,0,0,0,0,0,0,0,0,2009,SC90,RL,None,Bnk,Inside,SawyerW,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,Slab,GasA,Y,SBrkr,Attchd,Unf,No,No,Jun,WD,Alloca,118858
0.0,12968,2,2,4,3,6,6,1962,1962,0.0,3,3,3,182230.79319728084,3,0,5,737,1,0,175,912,3,912,0,0,912,1,0,1,0,2,1,3,4,8,0,0,1962.0,1,352,3,3,2,140,0,0,0,176,0,0,0,2008,SC20,RL,None,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,No,No,Sep,WD,Normal,144000
50.0,6000,2,4,4,3,6,7,1921,1950,0.0,3,3,3,74404.47268635675,3,0,2,616,1,0,0,616,4,616,0,0,616,0,0,1,0,2,1,3,4,8,0,0,1921.0,1,205,3,3,2,0,0,129,0,0,0,0,0,2006,SC30,RM,None,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Shng,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,No,No,Jun,WD,Normal,89000
0.0,21695,2,3,4,3,5,9,1988,2007,260.0,4,4,4,207379.52505519963,3,0,6,808,1,0,72,880,5,1680,0,0,1680,1,0,2,0,3,1,4,5,8,1,4,1988.0,2,540,3,3,2,292,44,0,182,0,0,0,0,2009,SC20,RL,None,Lvl,Corner,Crawfor,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Fin,No,No,Dec,WD,Normal,222000
0.0,5105,2,2,4,3,4,5,2004,2004,0.0,4,3,4,136629.8017921739,3,0,6,239,1,0,312,551,5,551,551,0,1102,0,0,2,1,2,1,4,4,8,0,0,2004.0,2,480,3,3,2,0,60,0,0,0,0,0,0,2007,SC160,FV,None,Lvl,FR2,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Detchd,Unf,No,No,Mar,WD,Normal,148800
54.0,7681,2,3,4,3,6,6,1921,1950,0.0,3,3,3,102379.07637226564,3,0,1,0,1,0,731,731,5,820,523,0,1343,0,0,1,1,3,1,3,7,8,1,4,1921.0,1,186,2,3,2,192,0,102,0,0,0,0,0,2009,SC50,RL,None,Lvl,FR2,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,Detchd,Unf,No,No,Jul,WD,Normal,154900
75.0,8004,2,3,4,3,3,5,2009,2009,110.0,4,3,4,286200.6904116542,3,0,6,544,1,0,288,832,5,832,1103,0,1935,1,0,2,1,3,1,3,8,8,0,0,2009.0,2,552,3,3,2,0,150,0,0,0,0,0,0,2009,SC60,FV,None,Lvl,Inside,Somerst,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,BuiltIn,Fin,No,No,Dec,New,Partial,263435
59.0,10690,2,4,4,3,6,7,1920,1997,0.0,3,4,3,167331.9843172343,2,0,3,456,1,0,216,672,4,672,672,0,1344,0,0,1,0,3,1,3,6,8,0,0,1964.0,1,468,3,2,2,0,128,218,0,0,0,0,0,2009,SC70,RM,None,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,FuseA,Detchd,Unf,No,No,Jul,WD,Normal,147000
69.0,8973,2,4,4,3,6,7,1958,1991,85.0,3,3,3,162271.7775474465,3,0,3,567,4,28,413,1008,3,1053,0,0,1053,0,1,1,1,3,1,5,6,8,0,0,1998.0,2,750,3,3,2,0,80,0,180,0,0,0,0,2006,SC20,RL,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,FuseA,2Types,RFn,MnWw,No,Jul,WD,Abnorml,150000
70.0,10500,2,4,4,3,7,5,1971,1971,0.0,3,3,3,113725.96410790281,3,0,5,432,1,0,432,864,3,864,0,0,864,0,0,1,0,3,1,3,5,8,1,1,1980.0,0,0,0,0,2,0,0,0,0,0,0,0,0,2010,SC20,RL,None,Lvl,FR2,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,No,No,No,No,Apr,ConLI,Normal,115000
48.0,12822,2,3,4,3,4,5,2003,2003,0.0,4,3,5,252358.06654506398,3,0,6,1351,1,0,83,1434,5,1518,631,0,2149,1,0,1,1,1,1,4,6,8,1,5,2003.0,2,670,3,3,2,168,43,0,0,198,0,0,0,2009,SC50,RL,None,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Aug,WD,Abnorml,239686
0.0,8475,2,3,4,3,7,7,1956,1956,0.0,3,3,3,128332.01419676296,3,0,5,228,1,0,724,952,5,952,0,0,952,0,0,1,0,2,1,3,4,8,0,0,1956.0,1,283,3,3,2,0,0,0,0,0,0,0,0,2008,SC20,RL,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,FuseA,Detchd,Unf,No,No,Apr,WD,Normal,135750
0.0,3072,2,4,4,3,4,5,2004,2004,18.0,4,3,4,201150.04021659974,3,0,1,0,1,0,1375,1375,5,1414,0,0,1414,0,0,2,0,2,1,4,6,8,1,3,2004.0,2,398,3,3,2,144,20,0,0,0,0,0,0,2006,SC120,RM,None,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,May,WD,Normal,178740
57.0,9764,2,3,4,3,6,7,1967,2003,0.0,3,3,3,100778.24826411222,3,0,4,702,1,0,192,894,5,894,0,0,894,1,0,1,0,3,1,4,5,8,0,0,1967.0,2,450,3,3,2,0,0,0,0,0,0,0,0,2008,SC20,RL,None,Lvl,FR2,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,RFn,No,No,May,WD,Normal,130000
80.0,14000,2,4,4,3,5,8,1950,2004,0.0,3,4,3,169299.55784522975,3,0,1,0,1,0,1092,1092,5,1152,0,0,1152,0,1,1,0,3,1,4,6,8,1,4,1950.0,1,300,3,3,2,0,36,0,0,0,0,0,0,2009,SC20,RL,None,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,GdPrv,No,Aug,WD,Family,158500
96.0,10542,2,4,4,3,4,5,1993,1994,651.0,4,3,4,305283.06137350143,3,3,6,1173,1,0,138,1311,5,1325,1093,0,2418,1,0,2,1,3,1,4,9,8,1,3,1993.0,3,983,3,3,2,250,154,216,0,0,0,0,0,2008,SC60,RL,None,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Aug,WD,Normal,341000
0.0,9819,2,3,4,2,5,5,1977,1977,0.0,3,3,3,215694.09917549096,3,3,5,1567,1,0,0,1567,3,1567,0,0,1567,1,0,2,0,2,1,4,5,8,2,3,1977.0,2,714,3,3,2,264,32,0,0,0,0,0,0,2009,SC20,RL,None,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,ImStucc,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,May,WD,Normal,196000
80.0,12435,2,4,4,3,4,5,2001,2001,172.0,4,3,4,258213.9088923,3,0,6,361,1,0,602,963,5,963,829,0,1792,0,0,2,1,3,1,4,7,8,1,3,2001.0,2,564,3,3,2,0,96,0,245,0,0,0,0,2008,SC60,RL,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,May,WD,Normal,231500
36.0,2448,2,4,4,3,4,5,2003,2004,106.0,4,3,4,119546.26540892206,3,0,6,573,1,0,191,764,5,764,862,0,1626,1,0,2,1,2,1,4,6,8,0,0,2003.0,2,474,3,3,2,0,27,0,0,0,0,0,0,2008,SC160,RL,None,Lvl,Inside,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,Wd Shng,Stone,PConc,GasA,Y,SBrkr,BuiltIn,RFn,No,No,Oct,WD,Normal,154000
82.0,11287,2,4,4,3,4,6,1989,1989,340.0,4,3,4,185219.15164918578,3,2,6,421,1,0,386,807,4,1175,807,0,1982,0,0,2,1,3,1,4,7,8,1,3,1989.0,2,575,3,3,2,0,84,0,196,0,0,0,0,2007,SC60,RL,None,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Fin,No,No,Jan,WD,Normal,228500
93.0,10261,2,3,4,3,5,5,2000,2000,318.0,3,3,4,190260.0322779454,3,0,1,0,1,0,936,936,5,962,830,0,1792,1,0,2,1,3,1,3,8,8,1,3,2000.0,2,451,3,3,2,0,0,0,0,0,0,0,0,2008,SC60,RL,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,May,WD,Normal,186500
75.0,7862,2,3,4,3,5,5,2009,2009,0.0,4,3,4,224267.06433350677,3,0,6,27,1,0,1191,1218,5,1218,0,0,1218,0,0,2,0,2,1,4,4,8,0,0,2009.0,2,676,3,3,2,0,102,0,0,0,0,0,0,2009,SC20,FV,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Sep,New,Partial,208300
137.0,16492,2,3,4,3,5,6,1966,2002,0.0,4,3,3,223555.0407203439,3,0,5,247,3,713,557,1517,5,1888,0,0,1888,0,0,2,1,2,1,4,6,5,1,4,1966.0,2,578,3,3,2,0,0,0,0,0,0,0,0,2010,SC20,RL,None,Lvl,Corner,NAmes,PosA,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Fin,No,No,Jun,WD,Normal,190000
75.0,9464,2,4,4,3,5,7,1958,1958,135.0,3,4,3,112656.01953936249,3,0,4,570,1,0,510,1080,4,1080,0,0,1080,0,0,1,0,3,1,3,5,8,0,0,1958.0,1,288,3,3,2,0,0,0,0,130,0,0,0,2008,SC20,RL,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Unf,No,No,Jun,WD,Normal,136000
74.0,9056,2,3,4,3,3,5,2004,2004,0.0,4,3,5,194746.7425007751,4,2,1,0,1,0,707,707,5,707,707,0,1414,0,0,2,1,3,1,4,6,8,1,4,2004.0,2,403,3,3,2,100,35,0,0,0,0,0,0,2006,SC60,RL,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Oct,WD,Normal,178000
60.0,10930,2,4,4,3,6,6,1945,1950,0.0,3,3,3,83590.1873296279,3,0,4,580,1,0,333,913,3,1048,510,0,1558,1,0,1,1,3,1,3,6,8,1,3,1962.0,1,288,3,3,2,0,0,0,0,0,0,0,0,2008,SC50,RL,1,Bnk,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseA,Attchd,Unf,No,No,Apr,WD,Normal,140000
65.0,8125,2,4,4,3,5,5,1994,1995,0.0,3,3,4,160172.7080374554,3,0,1,0,1,0,702,702,4,702,779,0,1481,0,0,2,1,3,1,3,6,8,1,3,1994.0,2,343,3,3,2,0,36,0,0,0,0,0,0,2009,SC60,RL,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Mar,WD,Normal,174000
60.0,10800,2,4,4,3,7,7,1900,2000,0.0,3,3,0,83587.20825069389,0,0,0,0,0,0,0,0,3,694,600,0,1294,0,0,2,0,3,2,3,7,8,0,0,1980.0,0,0,0,0,0,220,114,210,0,0,0,0,0,2008,SC190,RL,1,Lvl,Inside,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,N,FuseA,No,No,No,No,Aug,WD,Normal,106250
92.0,11952,2,4,4,3,4,6,1977,1977,0.0,3,3,4,260994.04373094038,3,0,1,0,1,0,808,808,3,1161,808,0,1969,0,0,2,1,3,1,3,8,8,1,4,1977.0,2,534,3,3,2,0,0,0,0,276,0,0,0,2007,SC60,RL,None,Lvl,Inside,NWAmes,PosA,Norm,1Fam,2Story,Mansard,WdShake,WdShing,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,RFn,No,No,Nov,WD,Normal,190000
91.0,12274,2,3,4,3,4,5,2008,2008,256.0,4,3,4,230385.38033238394,3,0,1,0,1,0,1417,1417,5,1428,0,0,1428,0,0,2,0,3,1,5,6,8,0,0,2008.0,2,554,3,3,2,0,60,0,0,0,0,0,0,2008,SC20,RL,None,Lvl,FR2,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Jul,New,Partial,227680
70.0,9100,2,4,4,3,5,6,1959,1959,0.0,3,3,3,114069.36740334105,3,0,3,612,1,0,252,864,5,864,0,0,864,0,0,1,0,2,1,3,5,8,0,0,2008.0,1,300,5,5,2,0,0,0,0,0,0,0,450,2009,SC20,RL,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,No,Shed,Oct,WD,Normal,127500
0.0,11838,2,4,4,3,3,5,2001,2001,0.0,4,3,4,220131.61237394155,3,2,1,0,1,0,1753,1753,5,1788,0,0,1788,0,0,2,0,3,1,5,7,8,1,3,2001.0,2,522,3,3,2,202,151,0,0,0,0,0,0,2009,SC20,RL,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Jun,WD,Normal,236500
